           1           1  0.22051964969662968     
           1           2  -9.9121004639807331E-002
           1           3   3.4508270442379585E-002
           1           4  -1.9466444719355408E-002
           1           5   1.4501351495125547E-002
           1           6  -8.6776767665749377E-003
           1           7   5.7215645674732474E-003
           1           8  -2.9651230576752674E-003
           1           9   2.1950812112052076E-003
           1          10  -2.9055917142153664E-003
           1          11 -0.10053572446044978     
           1          12   4.7828558079205552E-002
           1          13  -3.3794430816005139E-002
           1          14   2.4916777203610296E-002
           1          15  -1.2433759339292527E-002
           1          16   7.4976722467958723E-003
           1          17  -5.4155675528822500E-003
           1          18   3.7880034622913006E-003
           1          19  -3.6988265770360740E-003
           1          20   2.9639382161465999E-003
           1          21   3.6433310866706314E-002
           1          22  -3.2776790369403008E-002
           1          23   2.4027555004805357E-002
           1          24  -1.7087767847081159E-002
           1          25   1.2215174142251484E-002
           1          26  -8.9752512124864903E-003
           1          27   6.2651617294866568E-003
           1          28  -4.1923767590868466E-003
           1          29   3.0418274813445723E-003
           1          30  -1.8135188247607736E-003
           1          31  -2.2139516792883784E-002
           1          32   2.0665972719433490E-002
           1          33  -1.5785480157484655E-002
           1          34   1.6784112391999340E-002
           1          35  -1.2151979156873299E-002
           1          36   7.2283890653641047E-003
           1          37  -5.9334353428563691E-003
           1          38   3.0024795261524018E-003
           1          39  -3.7388533443112049E-003
           1          40   6.6469708801865646E-003
           1          41   1.7370529107527344E-002
           1          42  -1.4506520602425577E-002
           1          43   1.1605787809975399E-002
           1          44  -1.2684840219247429E-002
           1          45   9.1247384804693521E-003
           1          46  -8.6958615282099749E-003
           1          47   3.9769357368356628E-003
           1          48  -6.3279920033228465E-003
           1          49   2.3334713432353049E-003
           1          50  -2.0592606280509518E-003
           1          51  -8.1641917610832948E-003
           1          52   1.2707020372406230E-002
           1          53  -8.5604389794270985E-003
           1          54   8.1804523294268794E-003
           1          55  -5.9871133283703193E-003
           1          56   6.1982375703635295E-003
           1          57  -1.2093335918258397E-002
           1          58   3.3382413013232082E-003
           1          59  -1.7611718697622680E-003
           1          60   1.7104364324239674E-003
           1          61   5.6491538882159076E-003
           1          62  -6.0387283753946253E-003
           1          63   6.6490577794708350E-003
           1          64  -5.8851414383111478E-003
           1          65   4.5666096665413769E-003
           1          66  -5.0931806059992812E-003
           1          67   2.9852266519383441E-003
           1          68  -2.4504329772551126E-003
           1          69   5.3936944375201357E-003
           1          70  -1.1140127945551970E-003
           1          71  -5.2642312588229434E-003
           1          72   4.4520932865862450E-003
           1          73  -4.1679238820704345E-003
           1          74   5.0321569102171892E-003
           1          75  -3.9718715097831203E-003
           1          76   2.6034696287332015E-003
           1          77  -3.1727652837827691E-003
           1          78   2.0539446656109295E-003
           1          79  -1.3192057096290399E-003
           1          80   1.2732933924094469E-003
           1          81   2.1742970630439507E-003
           1          82  -2.5384668928880028E-003
           1          83   2.7961901499047315E-003
           1          84  -2.5690748527895102E-003
           1          85   2.6025459881710566E-003
           1          86  -2.6976568737544504E-003
           1          87   1.7038125233004298E-003
           1          88  -3.3554745857202195E-003
           1          89   1.1291498231413843E-003
           1          90  -7.4792562353426240E-004
           1          91  -1.7362987839304178E-003
           1          92   1.6969889732176835E-003
           1          93  -1.8900580611735940E-003
           1          94   2.2334916348839551E-003
           1          95  -2.3625541141264195E-003
           1          96   1.9917897632605319E-003
           1          97  -2.0447436830481336E-003
           1          98   1.7986847337380096E-003
           1          99  -1.1882176311375225E-003
           1         100   6.7608765796295378E-004
           2           1 -0.10197827759587491     
           2           2  0.22045001365996780     
           2           3  -8.9812894517992681E-002
           2           4   3.2710370086503238E-002
           2           5  -1.9278621780664862E-002
           2           6   1.4331163369363131E-002
           2           7  -6.7677813025022737E-003
           2           8   5.2444211631181847E-003
           2           9  -3.7815147659032711E-003
           2          10   2.2176875932469198E-003
           2          11   5.0401932664059956E-002
           2          12  -8.0203762677844848E-002
           2          13   4.5128325635709676E-002
           2          14  -3.0577813162725342E-002
           2          15   2.1026808754679216E-002
           2          16  -1.1405224370586942E-002
           2          17   8.3168251619039069E-003
           2          18  -7.3994992110286151E-003
           2          19   4.1598860246430114E-003
           2          20  -1.9787897533525278E-003
           2          21  -3.5635239731905965E-002
           2          22   3.5164370309011095E-002
           2          23  -2.8567989679163075E-002
           2          24   2.3935449364355099E-002
           2          25  -1.6057495251876275E-002
           2          26   1.0345351447535178E-002
           2          27  -9.2558841943843062E-003
           2          28   9.4825386547314761E-003
           2          29  -3.2101673487897608E-003
           2          30   3.1782698892749428E-003
           2          31   2.0702924188005012E-002
           2          32  -2.3566237351271946E-002
           2          33   2.0672923813718325E-002
           2          34  -1.5874169227589302E-002
           2          35   1.3282097303980833E-002
           2          36  -9.2052110540955245E-003
           2          37   6.3459182844503581E-003
           2          38  -2.3223905487005703E-002
           2          39   5.2968920813823983E-003
           2          40  -2.3248830505209206E-003
           2          41  -1.8014862201495896E-002
           2          42   1.8466799407989676E-002
           2          43  -1.2740516647418654E-002
           2          44   1.4117873542683679E-002
           2          45  -1.0075670681926885E-002
           2          46   9.0599101585299158E-003
           2          47  -7.1464636552277527E-003
           2          48   3.8791939226442418E-003
           2          49  -2.9469330409684913E-003
           2          50   2.9360256527475315E-003
           2          51   1.0591618833585670E-002
           2          52  -1.0804274789521978E-002
           2          53   1.0064126988995170E-002
           2          54  -1.0800884326290394E-002
           2          55   8.3142207391641576E-003
           2          56  -5.3957560148000239E-003
           2          57   4.8063913695629568E-003
           2          58  -3.5293745686158506E-003
           2          59   2.3814358012448356E-003
           2          60  -3.1007179885467195E-003
           2          61  -6.0690540711081375E-003
           2          62   7.7861061621914418E-003
           2          63  -6.0773050576461707E-003
           2          64   7.0593827512902552E-003
           2          65  -5.8509479714046742E-003
           2          66   4.4564322593063643E-003
           2          67  -3.4482032737025436E-003
           2          68   2.9984452097777670E-003
           2          69  -2.1506292250621784E-003
           2          70   2.2857287881498101E-003
           2          71   4.9884461855602691E-003
           2          72  -4.0327184769849422E-003
           2          73   4.1697096500606379E-003
           2          74  -4.1279398287926150E-003
           2          75   4.1093228333729526E-003
           2          76  -4.4807729954783049E-003
           2          77   3.6189911159625887E-003
           2          78  -2.9180588152198927E-003
           2          79   1.8663802007278241E-003
           2          80  -1.2945486904060999E-003
           2          81  -2.3596316118438543E-003
           2          82   2.8538924692005363E-003
           2          83  -4.8218027657357665E-003
           2          84   2.7175266453443592E-003
           2          85  -3.8576602655540082E-003
